"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"04.05.2018","128,16","126,33","128,36","126,07","5,80M","0,77%"
"03.05.2018","127,18","125,81","127,46","125,32","6,78M","0,63%"
"02.05.2018","126,38","127,88","128,10","126,00","8,52M","-0,89%"
"01.05.2018","127,51","126,86","127,57","125,51","6,41M","0,50%"
"30.04.2018","126,88","126,74","127,90","126,66","8,45M","0,69%"
"27.04.2018","126,01","126,44","127,06","125,39","6,84M","-0,84%"
"26.04.2018","127,08","125,14","127,59","123,78","14,35M","4,84%"
"25.04.2018","121,21","121,14","121,35","119,37","8,00M","-0,05%"
"24.04.2018","121,27","124,87","125,04","120,55","9,43M","-2,56%"
"23.04.2018","124,46","124,30","124,97","123,90","8,00M","0,21%"
"20.04.2018","124,20","124,06","124,82","123,31","7,48M","0,19%"
"19.04.2018","123,96","124,31","124,72","123,15","7,29M","-0,42%"
"18.04.2018","124,48","124,06","124,87","123,38","5,17M","0,55%"
"17.04.2018","123,80","122,91","124,26","122,52","5,98M","1,58%"
"16.04.2018","121,88","122,11","122,87","121,51","6,90M","0,94%"
"13.04.2018","120,75","121,73","122,47","120,65","9,17M","-0,26%"
"12.04.2018","121,07","120,40","121,98","120,39","5,67M","1,08%"
"11.04.2018","119,78","119,99","121,66","119,62","5,87M","-0,78%"
"10.04.2018","120,72","120,56","121,16","119,64","9,01M","1,62%"
"09.04.2018","118,79","118,63","120,67","118,63","7,02M","0,93%"
"06.04.2018","117,70","120,18","120,56","117,12","8,38M","-2,88%"
"05.04.2018","121,19","121,00","122,01","120,37","6,82M","1,15%"
"04.04.2018","119,81","116,90","120,12","116,71","8,43M","0,51%"
"03.04.2018","119,20","118,89","119,99","117,49","7,08M","0,68%"
"02.04.2018","118,39","119,27","119,83","116,76","9,88M","-1,03%"
"29.03.2018","119,62","117,68","120,59","117,04","12,92M","2,25%"
"28.03.2018","116,99","116,93","118,07","116,03","9,42M","-0,35%"
"27.03.2018","117,40","121,52","121,60","116,74","9,01M","-2,69%"
"26.03.2018","120,64","119,09","120,74","117,80","8,74M","3,11%"
"23.03.2018","117,00","119,89","120,73","116,76","10,02M","-2,49%"
"22.03.2018","119,99","122,20","122,68","119,70","10,50M","-2,62%"
"21.03.2018","123,22","124,90","125,44","123,07","7,36M","-1,35%"
"20.03.2018","124,91","123,38","125,17","123,30","7,78M","1,38%"
"19.03.2018","123,21","123,94","124,31","122,28","17,39M","-1,06%"
"16.03.2018","124,53","123,85","125,05","123,33","9,45M","0,91%"
"15.03.2018","123,41","123,13","124,42","122,70","5,86M","0,68%"
"14.03.2018","122,58","124,04","124,04","121,90","7,85M","-0,50%"
"13.03.2018","123,20","124,25","125,00","122,90","9,48M","-0,84%"
"12.03.2018","124,24","124,75","124,98","123,48","8,64M","-0,22%"
"09.03.2018","124,51","123,25","124,79","122,87","6,40M","1,87%"
"08.03.2018","122,22","121,96","122,82","121,17","6,95M","0,30%"
"07.03.2018","121,85","120,03","122,24","119,70","7,25M","0,65%"
"06.03.2018","121,06","122,83","123,24","120,67","7,46M","-0,67%"
"05.03.2018","121,88","120,45","122,31","119,44","5,81M","0,92%"
"02.03.2018","120,77","119,09","120,98","117,86","7,58M","0,31%"
"01.03.2018","120,40","123,26","124,00","119,62","8,82M","-2,07%"
"28.02.2018","122,94","123,65","124,98","122,88","6,78M","-0,35%"
"27.02.2018","123,37","124,70","125,30","123,35","7,29M","-0,98%"
"26.02.2018","124,59","123,58","124,60","123,32","6,27M","1,35%"
"23.02.2018","122,93","121,57","122,96","121,22","5,04M","2,12%"
"22.02.2018","120,38","120,67","121,38","119,62","4,99M","-0,04%"
"21.02.2018","120,43","122,05","122,83","120,41","7,68M","-1,29%"
"20.02.2018","122,01","121,35","123,05","121,02","6,18M","0,13%"
"16.02.2018","121,85","121,63","122,99","121,57","6,37M","-0,35%"
"15.02.2018","122,28","121,70","122,31","119,97","6,92M","1,20%"
"14.02.2018","120,83","117,62","120,95","117,50","9,21M","2,10%"
"13.02.2018","118,35","117,85","118,80","117,13","7,80M","-0,10%"
"12.02.2018","118,47","117,79","118,84","116,88","11,53M","1,85%"
"09.02.2018","116,32","114,55","117,21","111,02","17,70M","2,16%"
"08.02.2018","113,86","119,53","119,82","113,54","12,67M","-4,84%"
"07.02.2018","119,65","120,09","122,46","119,21","9,29M","-0,27%"
"06.02.2018","119,97","115,20","120,30","113,25","19,05M","3,18%"
"05.02.2018","116,27","118,70","121,13","115,01","16,62M","-3,84%"
"02.02.2018","120,91","123,72","123,72","120,70","13,94M","-3,83%"
"01.02.2018","125,72","124,74","126,26","124,10","11,17M","1,20%"
"31.01.2018","124,23","123,78","124,48","123,04","7,34M","0,55%"
"30.01.2018","123,55","123,82","124,29","122,84","8,15M","-1,03%"
"29.01.2018","124,84","126,74","126,88","124,69","6,26M","-1,17%"
"26.01.2018","126,32","125,77","126,38","124,76","5,60M","0,88%"
"25.01.2018","125,22","125,00","125,47","124,63","7,17M","0,54%"
"24.01.2018","124,55","125,05","125,45","123,71","6,43M","-0,08%"
"23.01.2018","124,65","124,60","125,51","124,21","5,68M","0,26%"
"22.01.2018","124,33","122,87","124,33","122,40","9,36M","1,33%"
"19.01.2018","122,70","123,05","123,65","121,92","8,25M","-0,33%"
"18.01.2018","123,11","122,52","123,19","122,03","8,66M","0,93%"
"17.01.2018","121,98","121,20","122,16","120,73","7,99M","1,32%"
"16.01.2018","120,39","121,18","121,94","119,91","8,80M","0,25%"
"12.01.2018","120,09","120,12","120,35","119,71","5,59M","0,21%"
"11.01.2018","119,84","118,80","119,98","118,68","5,98M","0,72%"
"10.01.2018","118,98","118,69","119,05","117,46","7,49M","-0,11%"
"09.01.2018","119,11","119,97","119,97","118,66","6,56M","-0,19%"
"08.01.2018","119,34","118,61","120,48","118,07","6,66M","0,40%"
"05.01.2018","118,86","116,99","119,00","116,42","8,59M","2,39%"
"04.01.2018","116,08","116,25","117,36","116,03","7,81M","0,37%"
"03.01.2018","115,65","114,95","115,78","114,66","6,95M","1,00%"
"02.01.2018","114,51","114,57","115,08","113,95","6,08M","0,43%"
"29.12.2017","114,02","114,75","114,89","114,02","5,25M","-0,29%"
"28.12.2017","114,35","114,30","114,92","113,99","6,94M","0,29%"
"27.12.2017","114,02","112,69","114,07","112,65","7,07M","0,91%"
"26.12.2017","112,99","112,07","113,44","112,07","3,95M","0,27%"
"22.12.2017","112,69","112,39","113,11","112,25","6,19M","0,25%"
"21.12.2017","112,41","112,60","113,10","112,32","8,87M","0,26%"
"20.12.2017","112,12","112,72","113,10","111,99","6,20M","-0,02%"
"19.12.2017","112,14","113,28","113,28","112,08","7,90M","-1,24%"
"18.12.2017","113,55","114,69","114,75","113,25","8,96M","-0,24%"
"15.12.2017","113,82","113,97","114,20","112,39","16,39M","0,80%"
"14.12.2017","112,92","113,55","114,09","112,92","9,82M","-0,34%"
"13.12.2017","113,31","113,75","114,37","113,19","8,09M","-0,13%"
"12.12.2017","113,46","112,37","113,73","112,00","8,75M","0,97%"
"11.12.2017","112,37","112,50","113,35","112,16","7,54M","-0,20%"
"08.12.2017","112,60","112,13","112,61","111,81","7,59M","1,08%"
"07.12.2017","111,40","109,77","111,41","109,45","7,38M","1,51%"
"06.12.2017","109,74","108,49","110,17","108,25","7,53M","1,07%"
"05.12.2017","108,58","107,54","109,24","106,60","12,08M","1,07%"
"04.12.2017","107,43","111,33","111,45","106,97","18,91M","-2,98%"
"01.12.2017","110,73","112,38","112,44","109,76","13,10M","-1,65%"
"30.11.2017","112,59","110,50","112,59","110,03","18,53M","2,48%"
"29.11.2017","109,86","113,62","113,62","106,90","14,51M","-3,09%"
"28.11.2017","113,36","112,60","113,61","112,56","6,67M","0,87%"
"27.11.2017","112,38","112,00","112,54","111,91","6,62M","0,37%"
"24.11.2017","111,97","111,31","112,16","111,14","3,05M","1,04%"
"22.11.2017","110,82","111,50","111,66","110,70","4,07M","-0,57%"
"21.11.2017","111,45","110,45","111,49","110,30","6,46M","1,36%"
"20.11.2017","109,95","109,95","110,68","109,69","6,87M","0,12%"
"17.11.2017","109,82","110,69","110,91","109,70","8,81M","-1,08%"
"16.11.2017","111,02","110,75","111,44","110,57","5,66M","0,70%"
